business_id,cool,date,funny,review_id,stars,text,useful,user_id
Hp8k_RpSIWSeJguyaQpfIw,17,2015-08-29,15,NmgFz35Q4sSM1GyXdY0HJw,3,"I'm glad Desyree is back making her gelato again.  It's about the same distance from home as her previous location but it's an easier drive now. 

I stopped in to finally see the new place and try some of her good gelato.  I was greeted warmly and Desyree continues to be one of the friendliest people there is in the business.

I took my time looking at the different offerings and I went with a 6 ounce serving of pistachio baklava.  I also ordered two Nutella biscuits and a millefoglie to bring home.

There wasn't much of a pistachio flavor to the gelato.  I knew it was pistachio by the chunks of those nuts in the mix.  The baklava was OK but the gelato wasn't as creamy as I was used to. I didn't think the gelato was as creamy as what I'd had before. Of the pastries I brought home, the Nutella cookies were outstanding while the mille foglie was disappointing with little dulce de leche between the layers.  

I think I should have stuck with the gorgonzola and pear that I liked so much.  I found this first visit underwhelming.",28,PKEzKWv_FktMm2mGPjwd0Q
a19a59qthJCAGBVGozRvmw,18,2016-06-19,12,f_RFHWDkEuRv0LF5G4geBQ,4,"Al pastor done right! I loved the food at the Ahwatukee location and was excited that they opened a restaurant in Chandler. I was famished and ordered an al pastor burrito combo to go. It was made in only a few short minutes and I was on my way!

The burrito was as good as I remember the al pastor at the Ahwatukee location. The marinated pork was tender with a slight amount of crispness along the edges. The flavor was deep, rich, earthy, with a tropical twist from the addition of pineapple. It was hearty and packed with meat, onions and sauce. The rice and beans were good too, and I was stuffed after eating half my meal. The total was a little less than $10. The order didn't come with any napkins or forks/knives in my to-go bag but since I was going straight home it was OK.

This location has a nicer layout and is newer so it's a definite winner for tasty Mexican food in Chandler.",18,DK57YibC5ShBmqQl97CKog
4STzP1q1uM8ONkKookifsw,26,2017-07-13,15,hziusYeRbX0gCETynS3neQ,4,"Hand made noodles and great service, you can't go wrong with either! I had a lovely lunch with the scintillating Carina F. here. We shared the seaweed appetizer and I had the #59 beef with noodles in XO sauce. You have your choice of noodles with many of the plates including the one I ordered. I went with the hand pulled wide noodles. 

The orders came out lightning fast. The seaweed was good but a bit too acidic tasting for me. A small touch of sweetness would help cut the acid and bring out more of the flavor too. The noodles were a hefty portion, with long strands of wide noodle, tender beef, and vegetables. The XO sauce was well balanced with the starchy noodle and earthy tasting beef. The noodles themselves had a good ""bite"" to them, not too soft with a slight chewiness. 

I was pretty full after eating about half of the noodles so I ended up taking home the rest. Overall it was a good meal and I'll be back to try more!",30,DK57YibC5ShBmqQl97CKog
K6aka0ybxG03lYWTG4MRIg,7,2015-12-20,3,BY0CYBv4Y8NX-uarsNK1Ug,4,"Lots of stations here for filling up which are in good condition, and prices are usually pretty reasonable for the area. The location is great too with easy access to the 101 from Southern.",11,DK57YibC5ShBmqQl97CKog
R_M4P9XetEM-aLE7eHdthw,16,2016-07-25,11,hH9HM4GbWTKQxsErybqEPg,3,"""Who you tryin' to get crazy with ese? Don't you know I'm (sushi) loco?""

Am I insane in the sushi brain? Maybe. I could eat possibly an ocean's worth of sushi. I certainly feel like I did so after eating here! How could I help myself after finding out that they have an all day happy hour on food and drink on Sunday? 

I shared a ton of food with my friends. Garlic edamame, sashimi, 2 happy hour rolls (Jalapeno crunch and Alaska), caterpillar roll, and ended our meal with a mochi triple threat (Green tea, strawberry, and mango ice cream mochi). 

The garlic edamame was awesome. It had a spicy kick with a pungent sauce that was perfect with the neutral taste of the edamame. Of all the rolls I enjoyed the caterpillar roll the most. It had a good amount of topping and filling, and all the components (Crab mix, avocado, eel with sauce) were well balanced together. The jalapeno crunch roll was a bigger roll, with a generous amount of fresh jalapeno, cream cheese, and crab mix with crispy crumbs along the edges of the roll. I wasn't too impressed with the Alaska roll, as there were pieces that had only the tiniest smear of avocado, and while I appreciate the creativity in adding some small thin sections of fresh lemon on top, I'm not sure I liked it in this particular roll. 

The sashimi was decent. It tasted fresh. Some of the slices were cut thicker than what I've seen at other sushi restaurants. Some of the sashimi had a bit of gristle still on them unfortunately. In general, they weren't as flavorful as other similar sashimi platters I've had in the past. For instance, my favorite sashimi fish, escolar, was in the platter, and it didn't have the rich, buttery taste of others I've had at different restaurants.

The wasabi they use here is odd. It is not spicy at all and is more like a lime green colored paste since it doesn't really have a lot of flavor. I placed a generous amount of it on a sashimi piece and bit into it and even then I didn't detect any kind of spicy kick.

The dessert was good, and each mochi piece was cut in half and drizzled with chocolate sauce. 

Service was superb. Our server was humorous, friendly, and attentive. Major props to him for giving us an entertaining and enjoyable service.

Overall, 3.5/5. Great service, but the sushi and sashimi is just OK.",20,DK57YibC5ShBmqQl97CKog
saUa3fUQ8rQQ3GhE1IfrsA,0,2012-07-27,0,oPBJAvIEcfC-Wdi_jMJ3JQ,4,"I saw Louie for the 4th time last night and I really like his shows.  I've seen Louie: LOL, Louie: Larger Than Life, and now his Big Baby Boomer.  Over the last couple of years, Louie has changed his show and he has become a bit quieter.

The showroom has removed a number of seats, so most of the seating is in the center only as opposed to being in three areas plus the booths.  Attendance last night was not good.  With an audience like that, Louie tried with his jokes.  Some went over well while others didn't.  He then started working some of the audience and he did this expertly.  He also commented along the lines of when your jokes are failing, you might as well do this.  It was great fun with mild kidding with the couple of audience members.

Louie has a very pleasant demeanor and he is quite a funny man in his low key way.  He's not a yeller nor screamer like some comics.  He gets the job done with low key humor.  The ending last night was a favorite facial gesture he gets to remember the one time his mother swore.  I think I'll use it from now on.",1,PKEzKWv_FktMm2mGPjwd0Q
vNNWCCLocoJIQ5XwuG4mLg,0,2013-12-25,0,gVVd0u3vDigKXhZrQ6BMYg,3,"I was on my way to ride my bike and hike near Lake Mead and I decided to do a little detour and have breakfast on Water Street in Henderson.  I daresay I haven't been on the street in 40 plus years.  The place I had bookmarked was closed so I walked across the street to the Eldorado Casino--owned by the Boyd Group--to have breakfast there.

Mary's Diner is a 50s kind of place with lots of memorabilia from the era.  This is so off the beaten path that I think all of the customers were locals.  This is not a destination casino.

I ordered the chili and cheese omelette.  It comes with breakfast potatoes and toast.  It was very good and very filling.  My server was Stacey and she was a delight!  

While eating, I enjoyed the music of that era playing on the loudspeakers.  I couldn't help but hum the tunes.  The music of my younger days!

This was a good breakfast spot.",2,PKEzKWv_FktMm2mGPjwd0Q
lKZGxLaok4FLQODdw28Ubg,0,2011-06-12,0,Jk4am7OKwlJdCVPbQswktg,3,"I went to the ATM this morning.  The place was quiet--Sundays are always good for that.

I don't go to this branch very often unless it's right where I'm going.  There are other Wells Fargo branches that have better parking and ingress and egress.

Since I was on my bike at the drive through, it was an easy in and out today.",1,PKEzKWv_FktMm2mGPjwd0Q
qBXJ5pAOu_Py9PrtWWM6jg,7,2016-01-05,5,FqICn8u_Iuo389e3gYf09Q,4,"Always an enjoyable experience at Bed Bath and Beyond and this location is no exception. They have an extensive and varied selection of kitchen goods, small appliances, cleaning items, bathroom goods, and bedding (To name a few). I have amassed a tree's worth of paper in their 20% off and $5 off coupons so I am always armed with discounts whenever I stop by!",10,DK57YibC5ShBmqQl97CKog
871IVJnGz0TTW7g5_F68Lg,1,2009-01-20,1,1ALd-VrAXgGhg9YqgUUHHA,4,"Pretty good... we sampled a lot of different dishes.  The sea bass was perfect, as were the noodles (Nangyi Thoke).  The spices and sauces for the dishes are unique and very flavorful.  The prices are a little higher than I thought they'd be, but then again it is a restaurant in North Scottsdale so that's probably to be expected.

They have a frequent dining card that's nice in that you get $10 off your next meal when you spend $100 total at the restaurant (doesn't have to be all at one time, it can be added up from previous visits).",2,DK57YibC5ShBmqQl97CKog
YCpAc3NdkS4AK2pETcxU_w,18,2016-12-03,10,g--HLu7sy0Q2Oycpe3i3Bg,4,"I was gifted a 2 pack of lovely cupcakes from Sugarlips by the ever so awesome Grace O. They were beautifully crafted with some decorative Christmas light bulbs on top (Which are actually plastic toy rings you can wear too if you so desire). The cake inside was heavenly soft and moist. My cupcake with sprinkles on it had Christmas colored chips in it too! Very cute. The frosting was so light and creamy. The frosting did give me a feeling of sugar overload the more I ate it though. 

Overall these cupcakes were stunning and a good choice for a gift!",17,DK57YibC5ShBmqQl97CKog
7MMhQfuDtRHWtouYFVvxkQ,3,2012-02-05,1,Dliy6GZCy2bC0shkYgWYbw,5,"I looked on Yelp for a new breakfast place to try before going to the annual Run For a Wish 5K and I found Bobby and Misti's 5 star reviews for Del Mar.  That's more than good enough for me!

I had the Man O' War Omelette.  It's an omelette filled with bacon, spinach, roasted red peppers, and jack cheese and topped with avocado.  With comes your choice of home fries, home fries with onion and pepper, or hash browns.  I chose the home fries with peppers and onion.  You also get choice of toast, biscuit or English muffin.  I went with the rye toast.

The omelette was large and very filling and the home fries were excellent.  I was glad I got the onion and peppers fried with the potatoes.  I chose rye toast.  While waiting for the breakfast to arrive, the owner and barista this morning, brought me a mini carrot cake muffin to start out and he made sure my coffee cup was filled.  

I recommend this place highly.  It deserves all 5 stars.  Service is excellent, and the owner and his wife were very attentive and pleasant.  The horse racing theme is interesting.  On each table, there's a little call box.  On it are buttons for four things--service, drink, bill, or cancel.  If you press one of the buttons, a colored number lights on a board on the wall in the front of the restaurant.  The server can see if you need more drinks or want your bill.  The small box is like a mini KENO board.  There's also a drive through if you want to get a coffee or other drink from espresso bar and pick it up at the window.

I will be back here to try lunch.  The menu has some very interesting things to try!",4,PKEzKWv_FktMm2mGPjwd0Q
ztd3lcLiult5gZRkC5iyNg,9,2016-03-16,7,BjbFexM5HlTGkeiu7eMsnw,5,"I needed some documents notarized with witnesses present and it took some organizing to arrange a time when everyone's schedules would be free. On top of that I went to the bank initially, but they only notarize certain documents and they don't allow employees to be witnesses. I also went to the UPS store and another mail service store, who said the same thing. The attorneys who wrote up my documents offered a notary service but it would have to be scheduled at a certain office really far from where we lived during regular business hours, and for us it is very difficult to take any time off from work, especially when a longer commute somewhere is involved.

To save myself the hassle, I finally went with a mobile notary. Seeing the good reviews for Stacey, I sent out a quote request and was answered promptly. Communicating with her was easy and scheduling was no problem. She met us at our home after we were done with work, and had all the paperwork signed and notarized in no time. Her fees were less than what the attorney's office was charging too. I'd definitely use Stacey again in the future if I need anything else notarized.",14,DK57YibC5ShBmqQl97CKog
uhb7nSskHRm5RFbGkGlGwQ,3,2013-10-07,1,NHpWKaguSe7yIH959rRZ8A,4,"I stopped here for breakfast yesterday morning partway through my Sunday morning bike ride.  I was here just before 8 AM and they weren't yet open.  Promptly at 8, the door opened and I was shown in.  I was told to sit anywhere.  The first thing I noticed was what a nicely decorated restaurant it was.  It was a sushi restaurant that closed which explains the large amount of bar seating and the food prep going on behind the counter.

I ordered the special of the day which was a breakfast croissant with 2 eggs cooked the way you want, two sausages or two slices of bacon--your choice--and your choice of cheese.  It also came with breakfast potatoes they called hash browns.  They're really not hash browns but they were very good potatoes.

Everything was very good.  My coffee was refilled quickly.  Angel, the server, was very pleasant!  I asked her about the Date Nights they're having and she explained and gave me a copy of the menu from their first anniversary Date Night dinner.  Normal date night dinners are $16.95 and you can call to get information about the menu and pricing.  

Angel brought a case with pastries--doughnuts, cupcakes, etc--and at first I thought she was offering a complimentary one.  When she told me the price, I then knew they weren't freebies.  It wasn't something I wanted with breakfast and since I was riding my bike, I didn't want to take any along to get damaged as I rode along.

I'll come back here because I do have to try something with a biscuit.",4,PKEzKWv_FktMm2mGPjwd0Q
AILgYmasIt5ARxVpLhua6Q,0,2012-01-21,0,wIyyG_LbnxsA_EA2aJ06Aw,5,Passed my yellow belt test in a little over a month thanks to the instruction of Casey and Jacob at the Gilbert studio!,0,DK57YibC5ShBmqQl97CKog
PSRZaGGxXmOmabL2si8pKw,0,2012-04-07,0,cbcFZX3WV2K12UprRwxM9g,4,"It's been a couple of years since we've been here and decided it was time to go back.  I love the spice mixture and ground salt they have with olive oil for dipping the bread pieces.  It's very tasty and I end up eat too many pieces of bread.  Maybe that's why we come infrequently.

We each had a cup of soup for our start.  I had the Italian noodle soup and my wife had the lentil with sausage soup.  Both were good and different from soups we normally are offered. 

For the main course, I chose the Chicken Bryan, a grilled chicken breast with goat cheese, sun dried tomatoes, and a lemon basin sauce.  My wife had Chicken Marsala.  Both were very good and I have some Chicken Marsala for lunch tomorrow. For our sides, I took the garlic mashed potatoes and my wife had asparagus.  Good accompaniments.

We chose to share a dessert--the chocolate dream.  It's a double fudge brownie with chocolate mousse, chocolate sauce, some Kahlua on the brownie, and whipped cream.  It was superb!  I'd go back just for that.  

Service was excellent.  Our server was attentive, prompt, and very personable.  We will be returning sooner than the years that passed since our last visit.",1,PKEzKWv_FktMm2mGPjwd0Q
xTW5PkLEdMBs2f2W8RGy0g,11,2016-04-30,10,4Js2-v4kZb31kI61kfWKeQ,4,"New location! The new space is larger and can host banquets. We came here for dinner around 7 on a Friday night and while it was decently busy, we were able to get a table with no reservation or wait. 

When I looked at the menu the first thing I noticed was how odd the pricing structure was. Instead of rounded numbers or prices that end in .99 or .98 I saw items such as Greek salad for $9.17 or chicken parmesan for $7.91. Perhaps the pricing is based on some percentage increase rather than increments in whole amounts. It wasn't a detrimental thing, but it was interesting to see such unusual looking prices for items.

The menu is quite expansive and includes chicken, seafood, pizza/calzones and pasta. We started with the drunk bread appetizer, I ordered the eggplant Parmesan dinner, and had a bite of some sausage, garlic and olive calzone. 

We were first served some delicious complimentary bread. It had a light texture with a delicate crispiness around the edges. The olive oil/balsamic mixture it was served with was great. The appetizer was equally as good, with prosciutto, cheese, and a heavy dose of butter. It was touted as being doused with white wine which it very well could have been but I tasted more melted butter in the bread than anything (Which isn't a necessarily bad thing). A delicate drizzle of balsamic vinegar on the side completed the dish.

The eggplant was a sizable portion and a ton of food for your money since it also came with a side of salad (Romaine with croutons, olives, and tomatoes) and spaghetti with tomato sauce. I didn't care for the heaviness of the breading on the eggplant but it was crispy and golden. My husband on the other hand enjoyed the heavy taste of my dish a lot so to each their own!

The calzone bite I had was quite tasty. The dough was perfectly cooked with a light outer crispness and well seasoned filling.

Service was good. Our server was elegant, friendly and polite. She refilled drinks as needed and came by to check on us as needed. A manager even stopped by to say hi.

I'm not sure if it's every Friday night but this evening there was a gentleman playing some cover songs on his guitar and keyboard which I enjoyed. However, you know you are getting old when you start to hear folksy countrified versions of the rebellious music you listened to as a teen as evening dinner entertainment. Oh, hearing Green Day will never be the same!",18,DK57YibC5ShBmqQl97CKog
7RTwUpuPFnIHPoTmWJpWhQ,4,2013-03-10,1,PmuLp5Hnthndp2qlL6XPtQ,4,"A nice zoo with a diverse range of wildlife to look at. It's great for kids, and I think the idea of opening up the zoo at night for Zoolights is awesome. The scorching heat of summer does limit the times when I actually feel like visiting though.",4,DK57YibC5ShBmqQl97CKog
QUjJmpTQvGus8WfYq1dtOw,1,2008-09-06,0,014c-pBA56drXlGXtavRfw,5,"I discovered this restaurant actually at the Taste of Cleveland, where I tried some delicious gumbo at their booth.  There's a good reason why they keep on winning each year for best entree at the Taste of Cleveland festival.

After eating at this restaurant tonight, I can honestly say that I've had

The best jambalaya I've ever tasted
The best red beans and rice I've ever tasted
Quite possibly the best fried catfish I've ever tasted
... You get the point, right?

Even the bread served with the jambalaya was delicious.  2 thick slices of French bread, grilled with butter and soaked with honey on both sides.

Oh, and the salad that came with the jambalaya- so good!  It was a giant salad filled with that type of ""Spring mix"" salad, with strawberries, carrots, cucumber, raisins, apples, and toasted pecans.  The fruits were arranged in a decorative pattern on the salad, and it came with a spicy herb vinaigrette.

Service is a little slow, but worth the wait!",1,DK57YibC5ShBmqQl97CKog
b3z314J6wktaNVblxumiug,8,2015-01-04,5,oIm4DpE2Eu0PF2ymm1EqmA,5,"Since the first time I hiked this trail in 2006, I have always enjoyed hiking in First Creek whether it's just a short trip to the waterfall and back or a more serious exploration going farther back into the canyon.

There's something for everyone here.  It's a fairly level hike for a good part of the way so it's fine for dogs and kids.  After crossing the wash from the parking lot, simply follow the trail as it meanders toward the canyon.  After the waterfall, there are several routes you can take.  You can stay in the wash when it's dry and do some rock scrambling and boulder hopping.  This is a slower way but it's a lot more challenging.

If you want to go a little easier on yourself, follow one of the trails out of the wash on the south side of the canyon and hike the use trail until you a forced back into the wash.  If you want, you can keep going and end up in Pahrump if you really want to.

The rock scrambling and boulder hopping are good fun but you should only do this if you're wearing hiking boots so you have the proper traction on what can be slick rocks.  Sneakers just don't do it sometimes.

Give First creek a try.  I think you'll like it, too.",16,PKEzKWv_FktMm2mGPjwd0Q
pl3Xm7F6usEJgkk62fmikg,6,2016-03-31,5,ySr-OhlbQvZDj24VKHQbNQ,4,"I needed to dispose of some prescription medicine.  After a search online, I learned that all Metro substations will accept medications.  Since I needed to be near Ann Road for a volunteer project today, I decided to stop on my way home.

I went to the window to sign in and when the woman went to help me, she showed me a green machine in the southeast corner of the building.  You empty the bottles into a mailbox kind of opening.  No bottles or caps go with the medication.  

In a brief time, I was on my way out.  The woman waved to me as I left.  Very convenient way of disposing medications no longer needed.  I don't think it's necessary to sign in if all you're doing is what I did today.",19,PKEzKWv_FktMm2mGPjwd0Q
zkhBU5qW_zCy0q4OEtIrsA,1,2011-12-01,0,BProZbE78393TR_MuJVkUA,3,"All you can eat sashimi!  I am the plague of every sashimi buffet, because, if given enough time, I can eat my weight in fresh fish.  They had the standard types you usually find at buffet:  salmon, tuna, and snapper.  They also had a wide selection of rolls, and at least 2 types of deep fried roll.  I didn't venture too much into the hot foods, but I did try the other seafood, such as oyster and shrimp.  The shrimp was fresh, but I wasn't a big fan of the oyster.  It was not gritty, but it did taste somewhat pond-like, so I had to spit it out after the first few chews.  

We went here on a Thanksgiving holiday weekend.  The price for lunch?  $35 including drink.  I'm not sure what made the buffet so much more expensive for the holidays vs. a normal weekend, but I wouldn't go here again for the same price just for lunch.",0,DK57YibC5ShBmqQl97CKog
e4Z9C7iGhQtw5afAcLBdtw,8,2017-05-02,3,98_gIxaIAfvCM4cd-DxfvA,3,"While waiting for my cat to get her annual lion cut done, I came to this Starbuck's and had a coffee and breakfast sandwich.

Ordering was quick.  The staff was very pleasant.  There was plenty of seating room.  The wifi was zippy and is always appreciated.

I won't hesitate to stop here again but this is way out of my normal area of town so it won't be often.",6,PKEzKWv_FktMm2mGPjwd0Q
Tj9NpaCafmsgzMCd9iwLVA,17,2015-11-17,11,ydWooQUnj6-ERYbBfV7Gqw,4,"Boulder City is a special place because of its size and small community life.  With a population of just over 15,000, it is the closest town in Southern Nevada that has a main street with businesses and parking that would remind many people of small towns in which they may have grown up.

My enjoyment of Boulder City is with its public art.  Nearly every corner along Nevada Way has some statue, either donated by the artists or for sale, and it makes for a pleasant walk of discovery.  Many of the statues deal with the workers who built Hoover Dam and some are of the children who lived in Boulder City in that era.

There are several good places to grab a bite to eat and it should be on your list of to see places when you visit Las Vegas (out of state people) or a place to spend part of a day for those of us who live in Las Vegas and have no downtown, community feel like you get in Boulder City.",18,PKEzKWv_FktMm2mGPjwd0Q
0U-1Wkl7y-wv39qM6WKL_w,1,2013-03-10,2,ZzXXkj_j1aguaIYo_xIscw,4,"This is typically the Fresh & Easy I shop at. It's easy navigating your way around the store, and the clearance section can't be beat. You can get really great deals on prepackaged refrigerated food. I like buying garlic here too since it's grown in the U.S.A.",2,DK57YibC5ShBmqQl97CKog
wZCdr3iLTE6aa9kiVxWJWQ,9,2016-05-30,7,FdViH9NAVvScG4EV2jsA7Q,4,"Four of us came here before the closing of Slo-Boy to have a three course dinner.  Because of our number and the warming temperatures, one of our group arranged the meal for us and we ate in Dino's--the dive bar getting Las Vegas drunk since 1962.

Our courses were brought in shopping bags and we provided our own steak knives, paper plates, and napkins.  It was like having an indoor gourmet picnic.  

First course:  Highway 46, Hen Gone Wild, and Coq Au sandwich

Second course:  John S Park, charred cauliflower steak, PB&L, and Cigar City

Course three:  Tri-tip, Bucky Duck, baby steak fries, and Lamb for Logan

Dessert course:  Whiskey bread pudding

There was a lot of good things here coming out of the small Goodwich TBD incubator along Las Vegas Boulevard.  Highway 46, avocado toast with pea tendrils was quite good as was the salad with fried chicken.  The Cuban sandwich in course two and the charred cauliflower were my favorites.  In course three, I liked the steak fries and the duck.  Ending the meal, the whiskey bread pudding was very enjoyable.

Sitting in Dino's was an interesting place to eat.  I do like eating outside but when you're sitting on the sidewalk with assorted characters walking by, it's not my favorite outdoor dining.  Dino's makes it interesting with its loud music--none of it from my generation--and interesting patrons.

I wish I had tried Slo-Boy sooner.  I would have had the chance to go back and have one of my favorites again if just the bread pudding.  Good meal, good company!",12,PKEzKWv_FktMm2mGPjwd0Q
wFGsC5Bgi6_Tbr4gvORCYw,1,2012-01-18,0,6WaAWTMC69d_U0rZb-9nzQ,3,"I went to the Lounge at the Palms to see Rick Faugno, who formerly played the part of Frankie Valli in Jersey Boys at the Venetian.  The lounge is a perfect, small venue for this kind of entertainment.  There were probably a hundred people there.

It's an intimate room.  I do have to agree with other comments about how close the seating is.  The cocktail waitress, a very slim, pretty thing, had a hard time navigating through the chair and table maze.  Faugno at one time, when he came into the audience, got himself blocked from returning to the stage until he figured an alternate route out of the maze.

The lighting and sound were done very well and enhanced the performance.

I have one major complaint--the price of drinks.  I realize where I live and I know the Palms is a ""hot spot"" for the young things, but $4 for a bottle of water!  I should have gotten a free water from a waitress in the casino and given her a good tip.  It would have been 1/2+ less than what I paid in the showroom.  That's almost nightclub kind of pricing.  

I'd come back to the Lounge given the entertainment was appealing to me.  But, I've learned a few things, and I'd make my visit a better experience!",2,PKEzKWv_FktMm2mGPjwd0Q
1z2LH6CeT13o1GD_VkK01g,13,2016-01-17,9,8bgX1kmErCmtPHSCllPqEQ,4,"Update! They do serve panchan now, and when we went they had 4 little side dishes. No kimchi which was odd, but they did have black bean, fish cake, shredded marinated seaweed, and small crispy fish. The fried chicken dish (Korean popcorn chicken) was awesome. It was perfectly crispy with tender chicken. I've had the Korean style sweet/spicy sauce with chicken or on rice cake at other restaurants and this version is very similar. For me, as a note on the dish as a whole everywhere, I prefer a little more acid to balance out the sweetness, but that's just me.

The bbq plates we've had have been tender, with a lot of savory and slightly sweet flavor. The bulgolgi and spicy pork were excellent. I also tried some udon which had a more delicate, seafood flavor with a heaping amount of veggies, some fishcake, and noodles.
 
The soju was well hidden within the pineapple flavor we ordered it with. You won't know what hit you until you've had quite a few shots!

Service was great and we each got chopsticks with our meal this time. It's still a great place to dine for dinner and late at night!",14,DK57YibC5ShBmqQl97CKog
Q1USMNqf3-MjDWMf0t3osg,1,2011-11-30,1,7_QUrsI7IcK4S4xiwJuSBA,5,"For those of the shoe-addicted variety, DSW is your heaven.  Almost any type of shoe you want can be found.  Black patent leather flats?  No problem.  Formal strappy wedding shoes?  Also no problem since I got mine from a DSW!  I love their clearance section.  You can pick up some really good deals for shoes that are still very fashionable.  I got 40% off of some black leather riding boots today in the clearance section even though they were selling the exact same model and color for their regular price in the boots area of the store.  Service is exceptional at this store, from the cashier at the counter to the manager on duty.  All in all, a good place to feed your shoe addiction.",1,DK57YibC5ShBmqQl97CKog
3XbdUAW55GZUCS9xin619g,0,2009-02-12,0,kgO6AIpJlTkPfiEwxwh82A,5,"Dr. Mandel has been the veterinarian for my pets since I moved here.

He is kind, funny, and is very caring and knowledgeable.  He is up to date with all the latest research, and even has a dental suite for dogs and cats to get their teeth cleaned and taken care of.  I had taken one of my pets to several veterinarians, all very capable, in actually 2 states I had lived in to try to figure what was wrong with her, but it was only Dr. Mandel that honed in on her pathologic condition just by a general physical examination (kidney stones, ovarian cysts).  If we had not treated her right away her cyst would probably have ruptured, most likely leading to death.

He has a fondness for ""exotics"" (non dog and cat) in addition to dogs and cats, so he is a good vet for those in Cleveland that are looking for someone who knows how to treat their guinea pig, rabbit, ferret, reptile, et al.  One of the vet techs even told me he did successful surgery on a fish one time!",3,DK57YibC5ShBmqQl97CKog
SWMLUt2wvFTTVY-hnLAOsw,1,2013-02-13,0,OjhPU5nlM4kWM-i_w2i-vw,3,"Since the move to the other side of this plaza, this Goodwill is more spacious, and can hold more items.  Clothes are separated by color, and there is always a large selection of household goods and electronics and knick-knack type stuff.  The half-price Saturdays can't be beat!",0,DK57YibC5ShBmqQl97CKog
BxnNr_5qwIaXeRIWiHK9Ng,2,2013-03-10,0,hhUVzgJ3tjdjra3LMzc4YQ,4,"This Target is pretty large, with a good selection of clothes, food, and household items to shop for. I love shopping the end-caps for clearance deals here, and there are usually enough check out clerks that you aren't waiting too long to pay for your items.",2,DK57YibC5ShBmqQl97CKog
16Fplxu-OwVmTEFxQAUP4g,2,2013-07-16,1,uD-ykpeLZ7X277ofqx5cmQ,4,"This is a solid steakhouse with a menu that has a large variety of choices--something for almost everyone. I had a reservation for 6:15 and I was greeted on arrival by two very pleasant ladies.  One of them showed me to my table and it was the first encounter with the friendly and attentive staff that work here.

I studied the menu online before I went and I had narrowed my decision to two choices, the Japanese Kobe wagyu A-5 filet or the wild game tasting of three game foods.  The waiter went through some special items that weren't on the menu and he threw a curve ball at me by telling me they had a bison tasting menu with 3 preparations of bison.  I knew they were having bison during July, and this sounded really good.  After some discussion with the server, I opted to order the Kobe filet as I have not tried real Japanese waygu before. 

For starters, I ordered the soup tasting trio and got the lobster bisque, the heirloom tomato, and wild mushroom flavors.  The soup comes in a container with three small wells for the soups.  It gives you a chance to taste three of their four soups.  The lobster bisque was good and even this small portion had some lobster pieces in it.  The tomato was absolutely the best.  Very flavorful.  The weakest of the three was the wild mushroom soup.  I thought it was a bit thin and didn't have a strong mushroom flavor.  The runner ground some fresh pepper into each.  One small nit here was the soups sit on another flat plate.  Since the fit is not quite exact, the soup moved around some and on delivery, some of the tomato had mixed into the other too.  Points off for this on Chopped, I'm sure.

Then came the filet.  With it were 4 pearl onions.  I ordered a side of fries to accompany the steak.  They bring you a small dish with house made ketchup and mustard.  A note on the fries.  Some of the Yelp reviews state they're not crisp fries and they're correct.  The fries have a less than crispy texture and they are oily and pre-salted, just exactly what I like.  I didn't mind the lack of crispness nor the oil.  It's just the way they prepare them so if you don't like fries cooked that way, don't order them.  I very, very rarely use ketchup yet I was drawn to try the mustard and ketchup.  The mustard was OK, but the ketchup was actually better than I expected.  It was sweet, from some small raisins in the mixture.  I didn't dip many fries in it--just enough to try it out a few times--but I was intrigued by how they changed the flavor from the standard bottled kind.

The filet was very tasty and tender.  I had asked for it extra rare, and when my server suggested ""blue"" I responded affirmatively.  It was done a bit more than I like but it was OK.  The only thing here was that on one side of the filet, there was a section that was very sinewy and I was unable to cut it with my knife.  I tore it with the knife and fork into a couple of shreds.  I thought it odd that a cut of Kobe would not have had this trimmed or would even be like this.  Since I expected the steak to be above and beyond anything I'd ever tasted, I began to wonder if in fact I had been served A-5 wagyu but being a neophyte, there was no way I could accurately tell.  Suffice it to say that when I finished the steak, even thought it was very good, I was thinking I should have ordered the bison.  

For dessert, I got the bananas Foster bread pudding.  Very tasty and very filling. It was a good ending to the meal.

Service was excellent.  I had Team 1.  I believe one was Raul but I cannot remember the other's name.  My iced tea was refilled regularly, one of the two checked on me throughout the meal, and two other people from the restaurant stopped by to see how everything was.  It was top notch service.

I'm sure I'll be back to Tender to try some of their game meat.  It's a fine restaurant.",3,PKEzKWv_FktMm2mGPjwd0Q
HhMKPpnx9qPSHetM7NQG8g,0,2011-01-01,1,jbDc8dEZ__zxs-tsKkj28Q,3,"Typical CVS Pharmacy.  It's out of my neighborhood, but I went to buy some discounted Christmas items I can count on them having.  No disappointment today.

It's easy to get in and out and the parking lot is very large!",0,PKEzKWv_FktMm2mGPjwd0Q
